SupplyChainFlow,FacilityType,ShipToParty,ShipToName,Material,MaterialDescription,Order,Delivery,Agmd,MonthAgmd,QuantityInMT,TotalSalesValue,TotalCOGS,TotalStorageCostPerYear,TotalHandlingCost,TotalDemurrageCost,TotalTransportCost,SGA,IOC,ShipToCountry,SoldToName,ABCClass,Account,Segment,ProductGroup,ProductOrigin,Commodity,TotalS&D,GM,CBM,CBMAI,EBITAI
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200638421,500896921,2022-11-14,11,9.6,141600.0,99282.46019808148,164.69547288191308,366.8564036013331,344.7676788463108,376.4904438642298,906.160081379067,5803.981242240373,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,1252.8099991937868,42317.53980191852,41064.72980272474,35260.74856048437,34354.5884791053
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200641204,500897834,2022-12-01,12,13.6,200600.0,140650.1519472821,233.3185865827102,519.7132384352219,488.4208783656069,533.3614621409922,1283.7267819536785,8222.306759840529,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,1774.814165524531,59949.84805271789,58175.033887193356,49952.72712735283,48669.00034539915
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200641205,500898400,2022-12-08,12,13.6,200600.0,140650.1519472821,233.3185865827102,519.7132384352219,488.4208783656069,533.3614621409922,1283.7267819536785,8222.306759840529,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,1774.814165524531,59949.84805271789,58175.033887193356,49952.72712735283,48669.00034539915
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200641207,500899953,2022-12-09,12,13.6,200600.0,140650.1519472821,233.3185865827102,519.7132384352219,488.4208783656069,533.3614621409922,1283.7267819536785,8222.306759840529,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,1774.814165524531,59949.84805271789,58175.033887193356,49952.72712735283,48669.00034539915
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200641208,500899954,2022-12-09,12,3.7,54575.0,38265.114868010576,63.47638017323734,141.39257222134717,132.87920955534895,145.10569190600523,349.24919803151545,2236.951103780144,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,482.85385385593867,16309.885131989424,15827.031278133485,13590.080174353341,13240.830976321826
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200643044,500898714,2022-12-06,12,16.5,233475.0,170641.72846545256,283.0703440157881,630.5344436897913,592.5694480170966,647.092950391645,1557.4626398702717,9975.59276010064,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,2153.267186114321,62833.27153454744,60680.004348433125,50704.411588332485,49146.94894846221
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200646593,500903189,2023-01-09,1,13.6,192440.0,140650.1519472821,233.3185865827102,519.7132384352219,488.4208783656069,533.3614621409922,1283.7267819536785,8222.306759840529,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,1774.814165524531,51789.84805271789,50015.033887193356,41792.72712735283,40509.00034539915
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200646594,500903190,2023-01-13,1,13.6,192440.0,140650.1519472821,233.3185865827102,519.7132384352219,488.4208783656069,533.3614621409922,1283.7267819536785,8222.306759840529,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,1774.814165524531,51789.84805271789,50015.033887193356,41792.72712735283,40509.00034539915
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200646595,500903716,2023-01-23,1,13.6,192440.0,140650.1519472821,233.3185865827102,519.7132384352219,488.4208783656069,533.3614621409922,1283.7267819536785,8222.306759840529,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,1774.814165524531,51789.84805271789,50015.033887193356,41792.72712735283,40509.00034539915
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200651124,500905895,2023-02-09,2,16.0,226400.0,165470.76699680247,274.4924548031885,611.4273393355552,574.6127980771846,627.4840731070497,1510.266802298445,9673.30207040062,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,2088.016665322978,60929.23300319753,58841.21633787455,49167.914267473934,47657.64746517549
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200651125,500909311,2023-03-03,3,16.0,226400.0,165470.76699680247,274.4924548031885,611.4273393355552,574.6127980771846,627.4840731070497,1510.266802298445,9673.30207040062,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,2088.016665322978,60929.23300319753,58841.21633787455,49167.914267473934,47657.64746517549
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200659745,500913903,2023-04-12,4,15.975,226046.25,165212.21892336998,274.0635603425585,610.4719841178434,573.714965580189,626.5036292428199,1507.9070104198538,9658.18753591562,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,2084.754139283411,60834.031076630024,58749.276937346614,49091.089401430996,47583.18239101114
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200660768,500915304,2023-04-13,4,13.6,192440.0,140650.1519472821,233.3185865827102,519.7132384352219,488.4208783656069,533.3614621409922,1283.7267819536785,8222.306759840529,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,1774.814165524531,51789.84805271789,50015.033887193356,41792.72712735283,40509.00034539915
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200661808,500916581,2023-04-21,4,13.6,192440.0,140650.1519472821,233.3185865827102,519.7132384352219,488.4208783656069,533.3614621409922,1283.7267819536785,8222.306759840529,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,1774.814165524531,51789.84805271789,50015.033887193356,41792.72712735283,40509.00034539915
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200662831,500916923,2023-04-28,4,13.6,192440.0,140650.1519472821,233.3185865827102,519.7132384352219,488.4208783656069,533.3614621409922,1283.7267819536785,8222.306759840529,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,1774.814165524531,51789.84805271789,50015.033887193356,41792.72712735283,40509.00034539915
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200664544,500918026,2023-05-16,5,13.6,192440.0,140650.1519472821,233.3185865827102,519.7132384352219,488.4208783656069,533.3614621409922,1283.7267819536785,8222.306759840529,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,1774.814165524531,51789.84805271789,50015.033887193356,41792.72712735283,40509.00034539915
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200666339,500918879,2023-05-23,5,13.6,192440.0,140650.1519472821,233.3185865827102,519.7132384352219,488.4208783656069,533.3614621409922,1283.7267819536785,8222.306759840529,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,1774.814165524531,51789.84805271789,50015.033887193356,41792.72712735283,40509.00034539915
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200667114,500919960,2023-05-19,5,13.6,192440.0,140650.1519472821,233.3185865827102,519.7132384352219,488.4208783656069,533.3614621409922,1283.7267819536785,8222.306759840529,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,1774.814165524531,51789.84805271789,50015.033887193356,41792.72712735283,40509.00034539915
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200667115,500919961,2023-05-30,5,13.6,192440.0,140650.1519472821,233.3185865827102,519.7132384352219,488.4208783656069,533.3614621409922,1283.7267819536785,8222.306759840529,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,1774.814165524531,51789.84805271789,50015.033887193356,41792.72712735283,40509.00034539915
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200667116,500920373,2023-06-07,6,13.6,192440.0,140650.1519472821,233.3185865827102,519.7132384352219,488.4208783656069,533.3614621409922,1283.7267819536785,8222.306759840529,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,1774.814165524531,51789.84805271789,50015.033887193356,41792.72712735283,40509.00034539915
NZ Indirect,Portena - NL,4005872,ELSDORFER MOLKEREI UND FEINKOS,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200670591,500922547,2023-06-13,6,13.6,192440.0,140650.1519472821,233.3185865827102,519.7132384352219,488.4208783656069,533.3614621409922,1283.7267819536785,8222.306759840529,Germany,ELSDORFER MOLKEREI UND FEINKOST,A,Elsdorfer Molkerei,Managed,WPC 80% (Cheese),New Zealand,WPC,1774.814165524531,51789.84805271789,50015.033887193356,41792.72712735283,40509.00034539915
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,103791,MPC85 4855 K EU 20kg MBG,200635306,500893528,2022-10-13,10,2.3,27600.0,17720.082597671262,49.32286297244793,87.89268002948604,82.60058972359528,252.0930188679245,217.10085283040144,329.66161649964084,Germany,AMINOLABS,A,Aminolabs,Managed,Milk Protein Concentrate >=80%,New Zealand,MPC,471.90915159345377,9879.917402328738,9408.008250735284,9078.346634235642,8861.245781405241
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,103791,MPC85 4855 K EU 20kg MBG,200646419,500903752,2023-01-17,1,3.0,30300.0,23113.151214353824,64.3341690944973,114.6426261254166,107.73989963947211,328.81698113207545,283.17502543095844,429.9934128256185,Germany,AMINOLABS,A,Aminolabs,Managed,Milk Protein Concentrate >=80%,New Zealand,MPC,615.5336759914615,7186.848785646176,6571.315109654714,6141.321696829096,5858.146671398138
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,104642,WPI 895 IX 25KG MBG,200643857,500906150,2023-01-23,1,3.3,68970.0,48359.44843554712,56.614068803157615,126.10688873795826,118.51388960341932,466.9537642585552,311.49252797405427,3836.549708090643,Germany,AMINOLABS,A,Aminolabs,Managed,Whey Protein Isolate,New Zealand,WPC,768.1886114030904,20610.55156445288,19842.36295304979,16005.813244959147,15694.320716985092
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,104642,WPI 895 IX 25KG MBG,200650469,500906151,2023-01-31,1,2.4,50160.0,35170.50795312518,41.17386822047827,91.71410090033328,86.19191971157768,339.6027376425856,226.5400203447668,2790.217969520468,Germany,AMINOLABS,A,Aminolabs,Managed,Whey Protein Isolate,New Zealand,WPC,558.6826264749749,14989.492046874817,14430.809420399843,11640.591450879374,11414.051430534608
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,104642,WPI 895 IX 25KG MBG,200650606,500906152,2023-01-23,1,0.875,18287.5,12822.58102457689,15.01130612204937,33.437432619913174,31.424137394846035,123.81349809885934,82.59271575069621,1017.2669680543372,Germany,AMINOLABS,A,Aminolabs,Managed,Whey Protein Isolate,New Zealand,WPC,203.68637423566793,5464.91897542311,5261.232601187442,4243.965633133104,4161.372917382409
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,113329,CaCte 390 SusStab Disp K 20kgMBG,200634889,500893526,2022-10-13,10,4.2,79590.0,64380.38663907688,90.06783673229623,160.49967657558324,150.83585949526096,396.2092248062016,396.44503560334186,16289.100770388524,Germany,AMINOLABS,A,Aminolabs,Managed,Calcium Caseinate,New Zealand,Caseinate,797.612597609342,15209.613360923118,14412.000763313776,-1877.1000070747486,-2273.5450426780903
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,113329,CaCte 390 SusStab Disp K 20kgMBG,200641255,500901308,2022-12-16,12,2.4,48000.0,36788.79236518678,51.46733527559784,91.71410090033328,86.19191971157768,226.40527131782943,226.5400203447668,9308.057583079157,Germany,AMINOLABS,A,Aminolabs,Managed,Calcium Caseinate,New Zealand,Caseinate,455.77862720533824,11211.207634813218,10755.42900760788,1447.3714245287229,1220.831404183956
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,113329,CaCte 390 SusStab Disp K 20kgMBG,200644056,500900252,2022-12-12,12,2.4,48120.0,36788.79236518678,51.46733527559784,91.71410090033328,86.19191971157768,226.40527131782943,226.5400203447668,9308.057583079157,Germany,AMINOLABS,A,Aminolabs,Managed,Calcium Caseinate,New Zealand,Caseinate,455.77862720533824,11331.207634813218,10875.42900760788,1567.3714245287229,1340.831404183956
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,113329,CaCte 390 SusStab Disp K 20kgMBG,200651116,500909146,2023-02-28,2,4.2,79590.0,64380.38663907688,90.06783673229623,160.49967657558324,150.83585949526096,396.2092248062016,396.44503560334186,16289.100770388524,Germany,AMINOLABS,A,Aminolabs,Managed,Calcium Caseinate,New Zealand,Caseinate,797.612597609342,15209.613360923118,14412.000763313776,-1877.1000070747486,-2273.5450426780903
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,113329,CaCte 390 SusStab Disp K 20kgMBG,200662802,500917347,2023-05-11,5,4.0,62000.0,61314.65394197797,85.7788921259964,152.8568348338888,143.65319951929615,377.3421188630491,377.5667005746113,15513.429305131926,Germany,AMINOLABS,A,Aminolabs,Managed,Calcium Caseinate,New Zealand,Caseinate,759.6310453422304,685.3460580220271,-74.2849873202033,-15587.714292452129,-15965.28099302674
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,114351,WPC 80 Chs 4501 Inst K 20kgMBG,200634887,500896227,2022-11-10,11,4.2,56280.0,44028.40164419828,90.06783673229623,160.49967657558324,150.83585949526096,347.33935185185186,396.44503560334186,2328.00244632206,Germany,AMINOLABS,A,Aminolabs,Managed,WPC 80% (Cheese),New Zealand,WPC,748.7427246549923,12251.598355801718,11502.855631146726,9174.853184824666,8778.408149221324
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,114351,WPC 80 Chs 4501 Inst K 20kgMBG,200641255,500901308,2022-12-16,12,3.0,36000.0,31448.85831728448,64.3341690944973,114.6426261254166,107.73989963947211,248.099537037037,283.17502543095844,1662.858890230042,Germany,AMINOLABS,A,Aminolabs,Managed,WPC 80% (Cheese),New Zealand,WPC,534.816231896423,4551.141682715519,4016.3254508190957,2353.4665605890536,2070.291535158095
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,115016,MPI 4900 K 20KG MBG,200657235,500910841,2023-03-03,3,1.16,11194.0,9983.650511939426,24.87587871653896,44.32848210182775,41.65942786059588,222.79,109.49434316663726,752.7057866055268,Germany,AMINOLABS,A,Aminolabs,Managed,Milk Protein Concentrate >=80%,New Zealand,MPC,333.6537886789626,1210.349488060574,876.6956993816113,123.98991277608457,14.495569609447301
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,115542,WPI 8855 IX 20KG MBG,200622476,500886025,2022-08-08,8,1.2,25800.0,21457.878705631247,25.73366763779892,45.85705045016664,43.09595985578884,77.39382680765932,113.27001017238338,326.7769571426472,Germany,AMINOLABS,A,Aminolabs,Managed,Whey Protein Isolate,New Zealand,WPC,192.08050475141374,4342.121294368753,4150.040789617339,3823.263832474692,3709.9938223023087
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,115542,WPI 8855 IX 20KG MBG,200624494,500886026,2022-08-17,8,8.4,180600.0,150205.15093941873,180.13567346459246,320.9993531511665,301.6717189905219,541.7567876536153,792.8900712066837,2287.4386999985304,Germany,AMINOLABS,A,Aminolabs,Managed,Whey Protein Isolate,New Zealand,WPC,1344.5635332598963,30394.84906058127,29050.28552732137,26762.846827322843,25969.95675611616
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,115542,WPI 8855 IX 20KG MBG,200634099,500897997,2022-12-02,12,3.38,75205.0,60439.69168752801,72.48316384646697,129.16402543463605,121.38695359380525,217.99261217490712,319.0438619855465,920.421762618456,Germany,AMINOLABS,A,Aminolabs,Managed,Whey Protein Isolate,New Zealand,WPC,541.0267550498154,14765.308312471992,14224.281557422177,13303.85979480372,12984.815932818174
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,115542,WPI 8855 IX 20KG MBG,200641334,500902759,2023-01-02,1,3.38,75374.0,60439.69168752801,72.48316384646697,129.16402543463605,121.38695359380525,217.99261217490712,319.0438619855465,920.421762618456,Germany,AMINOLABS,A,Aminolabs,Managed,Whey Protein Isolate,New Zealand,WPC,541.0267550498154,14934.308312471992,14393.281557422177,13472.85979480372,13153.815932818174
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,115542,WPI 8855 IX 20KG MBG,200641977,500909135,2023-03-01,3,18.0,401400.0,321868.1805844687,386.0050145669838,687.8557567524997,646.4393978368327,1160.90740211489,1699.0501525857508,4901.654357139708,Germany,AMINOLABS,A,Aminolabs,Managed,Whey Protein Isolate,New Zealand,WPC,2881.207571271206,79531.8194155313,76650.61184426009,71748.95748712038,70049.90733453463
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,115542,WPI 8855 IX 20KG MBG,200641977,500911654,2023-03-27,3,5.4,120420.0,96560.4541753406,115.80150437009516,206.3567270257499,193.93181935104985,348.27222063446703,509.7150457757252,1470.4963071419124,Germany,AMINOLABS,A,Aminolabs,Managed,Whey Protein Isolate,New Zealand,WPC,864.362271381362,23859.545824659406,22995.183553278046,21524.687246136134,21014.97220036041
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,115542,WPI 8855 IX 20KG MBG,200643694,500903737,2023-01-17,1,8.62,191795.0,154139.09536878444,184.85351253152223,329.4064790670303,309.5726449640832,555.9456559016861,813.6562397382872,2347.347808808015,Germany,AMINOLABS,A,Aminolabs,Managed,Whey Protein Isolate,New Zealand,WPC,1379.778292464322,37655.904631215555,36276.12633875123,33928.778529943214,33115.12229020493
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,115542,WPI 8855 IX 20KG MBG,200654424,500913907,2023-04-11,4,10.6,236380.0,189544.595233076,227.31406413389047,405.0706123098053,380.6809787261348,683.6454701343241,1000.55175652272,2886.529788093383,Germany,AMINOLABS,A,Aminolabs,Managed,Whey Protein Isolate,New Zealand,WPC,1696.7111253041546,46835.40476692401,45138.69364161986,42252.16385352648,41251.61209700376
NZ Indirect,Portena - NL,4006358,AMINOLABS DEUTSCHLAND GMBH,115542,WPI 8855 IX 20KG MBG,200654854,500911655,2023-03-27,3,11.0,245300.0,196697.2214682864,235.8919533464901,420.3562957931942,395.0462986780644,709.4434124035439,1038.308426580181,2995.4554404742657,Germany,AMINOLABS,A,Aminolabs,Managed,Whey Protein Isolate,New Zealand,WPC,1760.7379602212927,48602.778531713586,46842.040571492296,43846.58513101803,42808.27670443785
NZ Indirect,Portena - NL,4006405,CONDIO GMBH WERDER,100714,MPC85 4851 LL K ABT 20KG PPK,200649067,500903757,2023-01-11,1,16.2,168480.0,143037.16233211683,289.5037609252378,619.0701810772497,581.7954580531494,897.1907142857143,1529.1451373271757,5672.67257108132,Germany,CONDIO GMBH,A,Condio,Managed,Milk Protein Concentrate >=80%,New Zealand,MPC,2387.5601143413514,25442.83766788317,23055.27755354182,17382.6049824605,15853.459845133324
NZ Indirect,Portena - NL,4006405,CONDIO GMBH WERDER,100714,MPC85 4851 LL K ABT 20KG PPK,200654350,500909128,2023-03-03,3,16.2,168480.0,143037.16233211683,289.5037609252378,619.0701810772497,581.7954580531494,897.1907142857143,1529.1451373271757,5672.67257108132,Germany,CONDIO GMBH,A,Condio,Managed,Milk Protein Concentrate >=80%,New Zealand,MPC,2387.5601143413514,25442.83766788317,23055.27755354182,17382.6049824605,15853.459845133324
NZ Indirect,Portena - NL,4006405,CONDIO GMBH WERDER,100714,MPC85 4851 LL K ABT 20KG PPK,200654351,500911075,2023-03-28,3,9.6,99840.0,84762.76286347664,171.5577842519928,366.8564036013331,344.7676788463108,531.6685714285715,906.160081379067,3361.583745825967,Germany,CONDIO GMBH,A,Condio,Managed,Milk Protein Concentrate >=80%,New Zealand,MPC,1414.8504381282082,15077.237136523356,13662.386698395148,10300.802952569182,9394.642871190115
NZ Indirect,Portena - NL,4006405,CONDIO GMBH WERDER,103791,MPC85 4855 K EU 20kg MBG,200649066,500903749,2023-01-10,1,8.5,86487.5,66958.02164952895,182.2801457677424,324.8207740220137,305.26304897850434,468.5281437125748,802.3292387210489,1218.3146696725858,Germany,CONDIO GMBH,A,Condio,Managed,Milk Protein Concentrate >=80%,New Zealand,MPC,1280.8921124808353,19529.47835047105,18248.586237990214,17030.27156831763,16227.942329596579
NZ Indirect,Portena - NL,4006405,CONDIO GMBH WERDER,103791,MPC85 4855 K EU 20kg MBG,200653779,500909470,2023-03-02,3,16.2,164835.0,127614.11184969048,347.4045131102854,619.0701810772497,581.7954580531494,892.9595209580837,1529.1451373271757,2321.96442925834,Germany,CONDIO GMBH,A,Condio,Managed,Milk Protein Concentrate >=80%,New Zealand,MPC,2441.229673198768,37220.88815030952,34779.65847711075,32457.694047852412,30928.548910525235
NZ Indirect,Portena - NL,4006405,CONDIO GMBH WERDER,103791,MPC85 4855 K EU 20kg MBG,200653780,500911064,2023-03-17,3,16.2,164835.0,127614.11184969048,347.4045131102854,619.0701810772497,581.7954580531494,892.9595209580837,1529.1451373271757,2321.96442925834,Germany,CONDIO GMBH,A,Condio,Managed,Milk Protein Concentrate >=80%,New Zealand,MPC,2441.229673198768,37220.88815030952,34779.65847711075,32457.694047852412,30928.548910525235
NZ Indirect,Portena - NL,4006405,CONDIO GMBH WERDER,103791,MPC85 4855 K EU 20kg MBG,200654349,500911065,2023-03-28,3,6.6,67155.0,51990.934457281306,141.53517200789406,252.2137774759165,237.02777920683863,363.79832335329337,622.9850559481085,945.9855082163608,Germany,CONDIO GMBH,A,Condio,Managed,Milk Protein Concentrate >=80%,New Zealand,MPC,994.5750520439426,15164.065542718694,14169.49049067475,13223.50498245839,12600.51992651028
NZ Indirect,Portena - NL,4006405,CONDIO GMBH WERDER,103791,MPC85 4855 K EU 20kg MBG,200673506,500925159,2023-06-26,6,18.0,128880.0,141793.4576107672,386.0050145669838,687.8557567524997,646.4393978368327,992.177245508982,1699.0501525857508,2579.960476953711,Germany,CONDIO GMBH,A,Condio,Managed,Milk Protein Concentrate >=80%,New Zealand,MPC,2712.477414665298,-12913.45761076719,-15625.935025432487,-18205.8955023862,-19904.94565497195
NZ Indirect,Portena - NL,4006405,CONDIO GMBH WERDER,103791,MPC85 4855 K EU 20kg MBG,200673507,500925563,2023-07-05,7,18.0,128880.0,141793.4576107672,386.0050145669838,687.8557567524997,646.4393978368327,992.177245508982,1699.0501525857508,2579.960476953711,Germany,CONDIO GMBH,A,Condio,Managed,Milk Protein Concentrate >=80%,New Zealand,MPC,2712.477414665298,-12913.45761076719,-15625.935025432487,-18205.8955023862,-19904.94565497195
NZ Indirect,Portena - NL,4006405,CONDIO GMBH WERDER,104517,CaCte 3800 Sstab 20kg MBG,200640049,500896530,2022-11-10,11,1.2,22440.0,18864.92116332411,25.73366763779892,45.85705045016664,43.09595985578884,360.9866666666667,113.27001017238338,3490.355343274117,Germany,CONDIO GMBH,A,Condio,Managed,Calcium Caseinate,New Zealand,Caseinate,475.67334461042105,3575.0788366758898,3099.405492065469,-390.94985120864794,-504.2198613810313
NZ Indirect,Portena - NL,4006405,CONDIO GMBH WERDER,104517,CaCte 3800 Sstab 20kg MBG,200661807,500915844,2023-04-14,4,0.6,9600.0,9432.460581662055,12.86683381889946,22.92852522508332,21.54797992789442,180.4933333333333,56.63500508619169,1745.1776716370584,Germany,CONDIO GMBH,A,Condio,Managed,Calcium Caseinate,New Zealand,Caseinate,237.83667230521053,167.53941833794488,-70.29725396726565,-1815.4749256043242,-1872.109930690516
NZ Indirect,Portena - NL,4006405,CONDIO GMBH WERDER,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200625777,500892334,2022-09-29,9,9.6,141120.0,108862.86488344969,164.69547288191308,366.8564036013331,344.7676788463108,564.629583408476,906.160081379067,5803.981242240373,Germany,CONDIO GMBH,A,Condio,Managed,WPC 80% (Cheese),New Zealand,WPC,1440.949138738033,32257.135116550315,30816.18597781228,25012.204735571908,24106.04465419284
NZ Indirect,Portena - NL,4006405,CONDIO GMBH WERDER,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),200630653,500892338,2022-10-11,10,16.075,236302.5,182288.5992709848,275.7791381850784,614.2934049886906,577.3062955681714,945.460474301172,1517.346177934219,9718.645673855624,Germany,CONDIO GMBH,A,Condio,Managed,WPC 80% (Cheese),New Zealand,WPC,2412.8393130431123,54013.90072901521,51601.06141597209,41882.41574211647,40365.06956418225
